2017-12-29 21:19:50.442 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.dao.UserDaoTest], using SpringBootContextLoader
2017-12-29 21:59:54.627 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2017-12-29 21:59:54.628 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2017-12-29 21:59:54.686 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 21:59:54.686 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 21:59:54.748 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 21:59:55.883 [main] INFO  o.s.w.servlet.view.freemarker.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2017-12-29 21:59:56.165 [main] INFO  com.bioodas.seckill.dao.UserDaoTest - Started UserDaoTest in 5.431 seconds (JVM running for 7.221)
2017-12-29 21:59:56.310 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2017-12-29 21:59:57.266 [Thread-4] INFO  o.s.w.context.support.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@209da20d: startup date [Fri Dec 29 21:59:51 CST 2017]; root of context hierarchy
2017-12-29 21:59:57.277 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2017-12-29 22:07:23.052 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.service.UserServiceTest], using SpringBootContextLoader
2017-12-29 22:07:23.070 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.bioodas.seckill.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2017-12-29 22:07:23.072 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.bioodas.seckill.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2017-12-29 22:07:23.329 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.bioodas.seckill.MainApplication for test class com.bioodas.seckill.service.UserServiceTest
2017-12-29 22:07:23.349 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2017-12-29 22:07:23.394 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@75329a49, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@161479c6, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4313f5bc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7f010382, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1e802ef9, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2b6faea6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@778d1062, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@670002, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1f0f1111, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@49c386c8, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@56528192, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6e0dec4a]
2017-12-29 22:07:24.200 [main] INFO  com.bioodas.seckill.service.UserServiceTest - Starting UserServiceTest on Mick with PID 4648 (started by Administrator in E:\dev\seckill)
2017-12-29 22:07:24.201 [main] INFO  com.bioodas.seckill.service.UserServiceTest - No active profile set, falling back to default profiles: default
2017-12-29 22:07:24.641 [main] INFO  o.s.w.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@5d7148e2: startup date [Fri Dec 29 22:07:24 CST 2017]; root of context hierarchy
2017-12-29 22:07:24.876 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2017-12-29 22:07:25.997 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2017-12-29 22:07:26.651 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2017-12-29 22:07:30.139 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@5d7148e2: startup date [Fri Dec 29 22:07:24 CST 2017]; root of context hierarchy
2017-12-29 22:07:30.297 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/demo/test],methods=[GET]}" onto public java.lang.Object com.bioodas.seckill.controller.SampleController.thymeleaf()
2017-12-29 22:07:30.310 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2017-12-29 22:07:30.317 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2017-12-29 22:07:30.428 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 22:07:30.428 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 22:07:30.629 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 22:07:32.288 [main] INFO  o.s.w.servlet.view.freemarker.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2017-12-29 22:07:33.271 [main] INFO  com.bioodas.seckill.service.UserServiceTest - Started UserServiceTest in 9.645 seconds (JVM running for 11.791)
2017-12-29 22:07:33.535 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2017-12-29 22:07:35.010 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2017-12-29 22:07:35.085 [main] INFO  o.s.jdbc.support.SQLErrorCodesFactory - SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2017-12-29 22:07:35.277 [Thread-4] INFO  o.s.w.context.support.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@5d7148e2: startup date [Fri Dec 29 22:07:24 CST 2017]; root of context hierarchy
2017-12-29 22:07:35.300 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2017-12-29 22:08:49.660 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.service.UserServiceTest], using SpringBootContextLoader
2017-12-29 22:08:49.678 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.bioodas.seckill.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2017-12-29 22:08:49.680 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.bioodas.seckill.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2017-12-29 22:08:49.931 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.bioodas.seckill.MainApplication for test class com.bioodas.seckill.service.UserServiceTest
2017-12-29 22:08:49.951 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2017-12-29 22:08:50.002 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@75329a49, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@161479c6, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4313f5bc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7f010382, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1e802ef9, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2b6faea6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@778d1062, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@670002, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1f0f1111, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@49c386c8, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@56528192, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6e0dec4a]
2017-12-29 22:08:50.705 [main] INFO  com.bioodas.seckill.service.UserServiceTest - Starting UserServiceTest on Mick with PID 7000 (started by Administrator in E:\dev\seckill)
2017-12-29 22:08:50.708 [main] INFO  com.bioodas.seckill.service.UserServiceTest - No active profile set, falling back to default profiles: default
2017-12-29 22:08:51.337 [main] INFO  o.s.w.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@5d7148e2: startup date [Fri Dec 29 22:08:51 CST 2017]; root of context hierarchy
2017-12-29 22:08:51.365 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2017-12-29 22:08:52.447 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2017-12-29 22:08:52.997 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2017-12-29 22:08:54.407 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@5d7148e2: startup date [Fri Dec 29 22:08:51 CST 2017]; root of context hierarchy
2017-12-29 22:08:54.504 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/demo/test],methods=[GET]}" onto public java.lang.Object com.bioodas.seckill.controller.SampleController.thymeleaf()
2017-12-29 22:08:54.508 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2017-12-29 22:08:54.516 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2017-12-29 22:08:54.562 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 22:08:54.562 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 22:08:54.623 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 22:08:55.713 [main] INFO  o.s.w.servlet.view.freemarker.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2017-12-29 22:08:56.011 [main] INFO  com.bioodas.seckill.service.UserServiceTest - Started UserServiceTest in 5.801 seconds (JVM running for 8.034)
2017-12-29 22:08:56.194 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2017-12-29 22:08:57.581 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2017-12-29 22:08:57.647 [main] INFO  o.s.jdbc.support.SQLErrorCodesFactory - SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2017-12-29 22:08:57.717 [Thread-4] INFO  o.s.w.context.support.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@5d7148e2: startup date [Fri Dec 29 22:08:51 CST 2017]; root of context hierarchy
2017-12-29 22:08:57.726 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2017-12-29 22:09:12.098 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.service.UserServiceTest], using SpringBootContextLoader
2017-12-29 22:09:12.112 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.bioodas.seckill.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2017-12-29 22:09:12.114 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.bioodas.seckill.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2017-12-29 22:09:12.345 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.bioodas.seckill.MainApplication for test class com.bioodas.seckill.service.UserServiceTest
2017-12-29 22:09:12.375 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2017-12-29 22:09:12.411 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@75329a49, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@161479c6, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4313f5bc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7f010382, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1e802ef9, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2b6faea6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@778d1062, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@670002, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1f0f1111, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@49c386c8, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@56528192, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6e0dec4a]
2017-12-29 22:09:13.001 [main] INFO  com.bioodas.seckill.service.UserServiceTest - Starting UserServiceTest on Mick with PID 7144 (started by Administrator in E:\dev\seckill)
2017-12-29 22:09:13.004 [main] INFO  com.bioodas.seckill.service.UserServiceTest - No active profile set, falling back to default profiles: default
2017-12-29 22:09:13.517 [main] INFO  o.s.w.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@5d7148e2: startup date [Fri Dec 29 22:09:13 CST 2017]; root of context hierarchy
2017-12-29 22:09:13.523 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2017-12-29 22:09:14.383 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2017-12-29 22:09:14.885 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2017-12-29 22:09:16.429 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@5d7148e2: startup date [Fri Dec 29 22:09:13 CST 2017]; root of context hierarchy
2017-12-29 22:09:16.525 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/demo/test],methods=[GET]}" onto public java.lang.Object com.bioodas.seckill.controller.SampleController.thymeleaf()
2017-12-29 22:09:16.528 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2017-12-29 22:09:16.529 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2017-12-29 22:09:16.579 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 22:09:16.580 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 22:09:16.637 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 22:09:17.809 [main] INFO  o.s.w.servlet.view.freemarker.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2017-12-29 22:09:18.123 [main] INFO  com.bioodas.seckill.service.UserServiceTest - Started UserServiceTest in 5.551 seconds (JVM running for 7.364)
2017-12-29 22:09:18.295 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2017-12-29 22:09:19.212 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2017-12-29 22:09:19.499 [main] INFO  o.s.jdbc.support.SQLErrorCodesFactory - SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2017-12-29 22:09:19.547 [Thread-4] INFO  o.s.w.context.support.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@5d7148e2: startup date [Fri Dec 29 22:09:13 CST 2017]; root of context hierarchy
2017-12-29 22:09:19.564 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2017-12-29 22:10:37.660 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.service.UserServiceTest], using SpringBootContextLoader
2017-12-29 22:10:37.673 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.bioodas.seckill.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2017-12-29 22:10:37.674 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.bioodas.seckill.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2017-12-29 22:10:37.882 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.bioodas.seckill.MainApplication for test class com.bioodas.seckill.service.UserServiceTest
2017-12-29 22:10:37.896 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2017-12-29 22:10:37.925 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@75329a49, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@161479c6, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4313f5bc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7f010382, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1e802ef9, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2b6faea6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@778d1062, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@670002, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1f0f1111, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@49c386c8, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@56528192, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6e0dec4a]
2017-12-29 22:10:38.493 [main] INFO  com.bioodas.seckill.service.UserServiceTest - Starting UserServiceTest on Mick with PID 6948 (started by Administrator in E:\dev\seckill)
2017-12-29 22:10:38.494 [main] INFO  com.bioodas.seckill.service.UserServiceTest - No active profile set, falling back to default profiles: default
2017-12-29 22:10:38.873 [main] INFO  o.s.w.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@5d7148e2: startup date [Fri Dec 29 22:10:38 CST 2017]; root of context hierarchy
2017-12-29 22:10:38.965 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2017-12-29 22:10:39.856 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2017-12-29 22:10:40.357 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2017-12-29 22:10:41.787 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@5d7148e2: startup date [Fri Dec 29 22:10:38 CST 2017]; root of context hierarchy
2017-12-29 22:10:41.876 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/demo/test],methods=[GET]}" onto public java.lang.Object com.bioodas.seckill.controller.SampleController.thymeleaf()
2017-12-29 22:10:41.879 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2017-12-29 22:10:41.880 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2017-12-29 22:10:41.964 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-29 22:10:41.965 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
