2018-01-10 01:51:58.085 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.service.ProductServiceTest], using SpringBootContextLoader
2018-01-10 02:25:06.188 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-01-10 02:25:06.240 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6e0dec4a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@96def03, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5ccddd20, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1ed1993a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1f3f4916, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@794cb805, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4b5a5ed1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@59d016c9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@3cc2931c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@20d28811, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3967e60c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@60d8c9b7]
2018-01-10 02:25:06.991 [main] INFO  com.bioodas.seckill.service.UserServiceTest - Starting UserServiceTest on Mick with PID 7684 (started by Administrator in E:\dev\seckill)
2018-01-10 02:25:06.994 [main] INFO  com.bioodas.seckill.service.UserServiceTest - No active profile set, falling back to default profiles: default
2018-01-10 02:25:07.487 [main] INFO  o.s.w.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:25:07 CST 2018]; root of context hierarchy
2018-01-10 02:25:07.609 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2018-01-10 02:25:08.630 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-01-10 02:25:09.191 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-01-10 02:25:11.392 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:25:07 CST 2018]; root of context hierarchy
2018-01-10 02:25:11.493 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.LoginController.index()
2018-01-10 02:25:11.495 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[POST]}" onto public com.bioodas.seckill.vo.ResultVO<?> com.bioodas.seckill.web.controller.LoginController.login(javax.servlet.http.HttpServletResponse,com.bioodas.seckill.web.form.UserForm)
2018-01-10 02:25:11.497 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/list],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.ProductController.list(org.springframework.ui.Model,com.bioodas.seckill.entity.User)
2018-01-10 02:25:11.498 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/demo/test],methods=[GET]}" onto public java.lang.Object com.bioodas.seckill.web.controller.SampleController.thymeleaf()
2018-01-10 02:25:11.501 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-01-10 02:25:11.501 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-01-10 02:25:11.567 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:25:11.567 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:25:11.607 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in seckillExceptionHandler
2018-01-10 02:25:11.650 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:25:12.679 [main] INFO  o.s.w.servlet.view.freemarker.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2018-01-10 02:25:13.016 [main] INFO  com.bioodas.seckill.service.UserServiceTest - Started UserServiceTest in 6.566 seconds (JVM running for 8.611)
2018-01-10 02:25:13.189 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-01-10 02:25:14.048 [Thread-4] INFO  o.s.w.context.support.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:25:07 CST 2018]; root of context hierarchy
2018-01-10 02:25:14.127 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-01-10 02:25:39.999 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.service.UserServiceTest], using SpringBootContextLoader
2018-01-10 02:25:40.013 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.bioodas.seckill.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-01-10 02:25:40.015 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.bioodas.seckill.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-01-10 02:25:40.214 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.bioodas.seckill.MainApplication for test class com.bioodas.seckill.service.UserServiceTest
2018-01-10 02:25:40.228 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-01-10 02:25:40.262 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2b6faea6, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@778d1062, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@670002, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1f0f1111, org.springframework.test.context.transaction.TransactionalTestExecutionListener@49c386c8, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@56528192, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@6e0dec4a, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@96def03, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5ccddd20, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@1ed1993a, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1f3f4916, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@794cb805]
2018-01-10 02:25:40.901 [main] INFO  com.bioodas.seckill.service.UserServiceTest - Starting UserServiceTest on Mick with PID 4776 (started by Administrator in E:\dev\seckill)
2018-01-10 02:25:40.903 [main] INFO  com.bioodas.seckill.service.UserServiceTest - No active profile set, falling back to default profiles: default
2018-01-10 02:25:41.266 [main] INFO  o.s.w.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@5ba3f27a: startup date [Wed Jan 10 02:25:41 CST 2018]; root of context hierarchy
2018-01-10 02:25:41.461 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2018-01-10 02:25:42.461 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-01-10 02:25:42.973 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-01-10 02:25:45.135 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@5ba3f27a: startup date [Wed Jan 10 02:25:41 CST 2018]; root of context hierarchy
2018-01-10 02:25:45.239 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.LoginController.index()
2018-01-10 02:25:45.241 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[POST]}" onto public com.bioodas.seckill.vo.ResultVO<?> com.bioodas.seckill.web.controller.LoginController.login(javax.servlet.http.HttpServletResponse,com.bioodas.seckill.web.form.UserForm)
2018-01-10 02:25:45.242 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/list],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.ProductController.list(org.springframework.ui.Model,com.bioodas.seckill.entity.User)
2018-01-10 02:25:45.243 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/demo/test],methods=[GET]}" onto public java.lang.Object com.bioodas.seckill.web.controller.SampleController.thymeleaf()
2018-01-10 02:25:45.246 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-01-10 02:25:45.247 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-01-10 02:25:45.327 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:25:45.327 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:25:45.359 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in seckillExceptionHandler
2018-01-10 02:25:45.402 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:25:46.374 [main] INFO  o.s.w.servlet.view.freemarker.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2018-01-10 02:25:46.721 [main] INFO  com.bioodas.seckill.service.UserServiceTest - Started UserServiceTest in 6.297 seconds (JVM running for 8.051)
2018-01-10 02:25:46.876 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-01-10 02:25:47.682 [Thread-4] INFO  o.s.w.context.support.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@5ba3f27a: startup date [Wed Jan 10 02:25:41 CST 2018]; root of context hierarchy
2018-01-10 02:25:47.695 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-01-10 02:27:25.666 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.dao.UserDaoTest], using SpringBootContextLoader
2018-01-10 02:27:25.679 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.bioodas.seckill.dao.UserDaoTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-01-10 02:27:25.680 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.bioodas.seckill.dao.UserDaoTest]: UserDaoTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-01-10 02:27:25.904 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.bioodas.seckill.MainApplication for test class com.bioodas.seckill.dao.UserDaoTest
2018-01-10 02:27:25.917 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-01-10 02:27:25.946 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7c0c77c7, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7adda9cc, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5cee5251, org.springframework.test.context.support.DirtiesContextTestExecutionListener@433d61fb, org.springframework.test.context.transaction.TransactionalTestExecutionListener@5c909414, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@4b14c583, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@65466a6a, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4ddced80, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1534f01b, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@78e117e3, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2ea227af, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4386f16]
2018-01-10 02:27:26.481 [main] INFO  com.bioodas.seckill.dao.UserDaoTest - Starting UserDaoTest on Mick with PID 912 (started by Administrator in E:\dev\seckill)
2018-01-10 02:27:26.484 [main] INFO  com.bioodas.seckill.dao.UserDaoTest - No active profile set, falling back to default profiles: default
2018-01-10 02:27:26.787 [main] INFO  o.s.w.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@485966cc: startup date [Wed Jan 10 02:27:26 CST 2018]; root of context hierarchy
2018-01-10 02:27:27.001 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2018-01-10 02:27:27.826 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-01-10 02:27:28.393 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-01-10 02:27:30.643 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@485966cc: startup date [Wed Jan 10 02:27:26 CST 2018]; root of context hierarchy
2018-01-10 02:27:30.744 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.LoginController.index()
2018-01-10 02:27:30.746 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[POST]}" onto public com.bioodas.seckill.vo.ResultVO<?> com.bioodas.seckill.web.controller.LoginController.login(javax.servlet.http.HttpServletResponse,com.bioodas.seckill.web.form.UserForm)
2018-01-10 02:27:30.748 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/list],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.ProductController.list(org.springframework.ui.Model,com.bioodas.seckill.entity.User)
2018-01-10 02:27:30.749 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/demo/test],methods=[GET]}" onto public java.lang.Object com.bioodas.seckill.web.controller.SampleController.thymeleaf()
2018-01-10 02:27:30.751 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-01-10 02:27:30.752 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-01-10 02:27:30.813 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:27:30.813 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:27:30.846 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in seckillExceptionHandler
2018-01-10 02:27:30.892 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:27:32.081 [main] INFO  o.s.w.servlet.view.freemarker.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2018-01-10 02:27:32.409 [main] INFO  com.bioodas.seckill.dao.UserDaoTest - Started UserDaoTest in 6.32 seconds (JVM running for 8.004)
2018-01-10 02:27:32.613 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-01-10 02:27:33.417 [main] INFO  com.bioodas.seckill.dao.UserDaoTest - com.bioodas.seckill.vo.ResultVO={
  "code": 0,
  "message": "成功",
  "data": {
    "id": "111",
    "mobile": "17783253569",
    "nickname": "tanglingyun",
    "password": "37a0d56bffb1524b9f8719e0a1faa942",
    "salt": "1514742677242850681",
    "loginCount": 0
  }
}
2018-01-10 02:27:33.426 [Thread-4] INFO  o.s.w.context.support.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@485966cc: startup date [Wed Jan 10 02:27:26 CST 2018]; root of context hierarchy
2018-01-10 02:27:33.437 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-01-10 02:52:25.446 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.service.ProductServiceTest], using SpringBootContextLoader
2018-01-10 02:52:25.459 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.bioodas.seckill.service.ProductServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-01-10 02:52:25.461 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.bioodas.seckill.service.ProductServiceTest]: ProductServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-01-10 02:52:25.667 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.bioodas.seckill.MainApplication for test class com.bioodas.seckill.service.ProductServiceTest
2018-01-10 02:52:25.681 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-01-10 02:52:25.715 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6e0dec4a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@96def03, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5ccddd20, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1ed1993a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1f3f4916, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@794cb805, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4b5a5ed1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@59d016c9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@3cc2931c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@20d28811, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3967e60c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@60d8c9b7]
2018-01-10 02:52:26.294 [main] INFO  com.bioodas.seckill.service.ProductServiceTest - Starting ProductServiceTest on Mick with PID 3104 (started by Administrator in E:\dev\seckill)
2018-01-10 02:52:26.297 [main] INFO  com.bioodas.seckill.service.ProductServiceTest - No active profile set, falling back to default profiles: default
2018-01-10 02:52:26.772 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2018-01-10 02:52:26.780 [main] INFO  o.s.w.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:52:26 CST 2018]; root of context hierarchy
2018-01-10 02:52:27.704 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-01-10 02:52:28.242 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-01-10 02:52:30.534 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:52:26 CST 2018]; root of context hierarchy
2018-01-10 02:52:30.639 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.LoginController.index()
2018-01-10 02:52:30.641 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[POST]}" onto public com.bioodas.seckill.vo.ResultVO<?> com.bioodas.seckill.web.controller.LoginController.login(javax.servlet.http.HttpServletResponse,com.bioodas.seckill.web.form.UserForm)
2018-01-10 02:52:30.642 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/list],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.ProductController.list(org.springframework.ui.Model,com.bioodas.seckill.entity.User)
2018-01-10 02:52:30.643 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/demo/test],methods=[GET]}" onto public java.lang.Object com.bioodas.seckill.web.controller.SampleController.thymeleaf()
2018-01-10 02:52:30.646 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-01-10 02:52:30.647 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-01-10 02:52:30.707 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:52:30.707 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
